"COMPANY","ITEM CODE","ITEM DESCRIPTION","SUPPLIER CODE","SUPPLIER NAME","REV","QTY","HSN","TRIGGER DT","DUE DT","LOT NO","PO NO","WAREHOUSE","TRIGGER TYPE","ASN","DUE MONTH"
"ELGI-HO","'015317491","SEPARATOR TANK EG22-45KW GR2B","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R09   ","1","73110090","16-DEC-2025","17-DEC-2025","1759919","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","15-DEC-2025","17-DEC-2025","1758022","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015315666","AOS TANK EG-22","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R06   ","1","84:14:90.19","16-DEC-2025","17-DEC-2025","1760548","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","15-DEC-2025","17-DEC-2025","1758031","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","15-DEC-2025","17-DEC-2025","1758024","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","15-DEC-2025","17-DEC-2025","1758034","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015317035","AOS TANK EG22 - U STAMP","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R00   ","1","73110090","15-DEC-2025","17-DEC-2025","1758482","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015303309","VERTICAL TANK ASSY.132-160Kw","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R11   ","1","73110090","15-DEC-2025","17-DEC-2025","1758238","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","15-DEC-2025","17-DEC-2025","1758018","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'035305496","SUB-ASSY AOS TANK-PG 575-225","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R04   ","1","84149019","15-DEC-2025","17-DEC-2025","1758731","ADP015052","DPSAC - RM WAREHOUSE           [212]","Lean","",""
"ELGI-HO","'015319440","SEPARATOR TANK AOS F4 ALPHA 7","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R09   ","1","84149019","15-DEC-2025","17-DEC-2025","1758493","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015315666","AOS TANK EG-22","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R06   ","1","84:14:90.19","16-DEC-2025","17-DEC-2025","1760546","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","15-DEC-2025","17-DEC-2025","1758017","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015303598","VERTICAL TANK ASSY E90-E110","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R10   ","1","73:11:00:90","12-DEC-2025","17-DEC-2025","1757090","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015317491","SEPARATOR TANK EG22-45KW GR2B","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R09   ","1","73110090","16-DEC-2025","17-DEC-2025","1759917","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015314208","AIR RECEIVER TANK 220_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73:11:00:90","15-DEC-2025","17-DEC-2025","1758008","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","15-DEC-2025","17-DEC-2025","1758012","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015315666","AOS TANK EG-22","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R06   ","1","84:14:90.19","16-DEC-2025","17-DEC-2025","1759910","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","15-DEC-2025","17-DEC-2025","1758032","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015315666","AOS TANK EG-22","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R06   ","1","84:14:90.19","16-DEC-2025","17-DEC-2025","1760545","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015317157","AOS TANK SPVD EG250 50HZ","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","1","73110090","11-NOV-2025","16-JAN-2026","946098","230334554","ROCD - RAWMATEIRAL             [253]","Non-lean","","JAN-26"
"ELGI-HO","'015315666","AOS TANK EG-22","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R06   ","1","84:14:90.19","15-DEC-2025","16-DEC-2025","1759115","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","401658502",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","13-DEC-2025","16-DEC-2025","1757236","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'020377890","AIR RECEIVER 500 L, 15 BAR","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R01   ","1","73:11:00.00","11-DEC-2025","16-DEC-2025","1754716","ARC015039","RCD - RAWMATEIRAL              [353]","Lean","",""
"ELGI-HO","'020377890","AIR RECEIVER 500 L, 15 BAR","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R01   ","1","73:11:00.00","11-DEC-2025","16-DEC-2025","1755100","ARC015039","RCD - RAWMATEIRAL              [353]","Lean","",""
"ELGI-HO","'02038156A","AIR REC ASSY - TS05/07 LD EUR","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","1","84149019","11-DEC-2025","16-DEC-2025","1755558","ARC015039","RCD - RAWMATEIRAL              [353]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","13-DEC-2025","16-DEC-2025","1757231","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","13-DEC-2025","16-DEC-2025","1757228","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","12-DEC-2025","16-DEC-2025","1755983","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","12-DEC-2025","16-DEC-2025","1755977","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","13-DEC-2025","16-DEC-2025","1757233","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015317491","SEPARATOR TANK EG22-45KW GR2B","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R09   ","1","73110090","15-DEC-2025","16-DEC-2025","1758262","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","401658363",""
"ELGI-HO","'015315666","AOS TANK EG-22","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R06   ","1","84:14:90.19","15-DEC-2025","16-DEC-2025","1759116","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","401658502",""
"ELGI-HO","'020370570","AIR RECEIVER 220 LITRES OF","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R12   ","1","73110090","11-DEC-2025","16-DEC-2025","1755540","ARC015039","RCD - RAWMATEIRAL              [353]","Lean","",""
"ELGI-HO","'015317491","SEPARATOR TANK EG22-45KW GR2B","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R09   ","1","73110090","15-DEC-2025","16-DEC-2025","1758484","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","401658363",""
"ELGI-HO","'015317491","SEPARATOR TANK EG22-45KW GR2B","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R09   ","1","73110090","15-DEC-2025","16-DEC-2025","1758263","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","401658363",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","12-DEC-2025","16-DEC-2025","1755984","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","13-DEC-2025","16-DEC-2025","1757225","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","13-DEC-2025","16-DEC-2025","1757226","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'020370570","AIR RECEIVER 220 LITRES OF","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R12   ","1","73110090","11-DEC-2025","16-DEC-2025","1755541","ARC015039","RCD - RAWMATEIRAL              [353]","Lean","",""
"ELGI-HO","'015315666","AOS TANK EG-22","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R06   ","1","84:14:90.19","15-DEC-2025","16-DEC-2025","1759113","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","401658502",""
"ELGI-HO","'015319440","SEPARATOR TANK AOS F4 ALPHA 7","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R09   ","1","84149019","13-DEC-2025","16-DEC-2025","1757401","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","13-DEC-2025","16-DEC-2025","1757232","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","13-DEC-2025","16-DEC-2025","1757234","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015315666","AOS TANK EG-22","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R06   ","1","84:14:90.19","15-DEC-2025","16-DEC-2025","1759114","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","401658502",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","12-DEC-2025","16-DEC-2025","1755978","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015317491","SEPARATOR TANK EG22-45KW GR2B","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R09   ","1","73110090","15-DEC-2025","16-DEC-2025","1758485","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","401658363",""
"ELGI-HO","'02038156A","AIR REC ASSY - TS05/07 LD EUR","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","1","84149019","11-DEC-2025","16-DEC-2025","1755557","ARC015039","RCD - RAWMATEIRAL              [353]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","13-DEC-2025","16-DEC-2025","1757230","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","13-DEC-2025","16-DEC-2025","1757229","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","12-DEC-2025","16-DEC-2025","1755982","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015319440","SEPARATOR TANK AOS F4 ALPHA 7","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R09   ","1","84149019","13-DEC-2025","16-DEC-2025","1757939","AEP017080","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","13-DEC-2025","16-DEC-2025","1757227","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","13-DEC-2025","16-DEC-2025","1757238","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","13-DEC-2025","16-DEC-2025","1757235","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","13-DEC-2025","16-DEC-2025","1757237","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","12-DEC-2025","16-DEC-2025","1755979","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","13-DEC-2025","16-DEC-2025","1757239","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","12-DEC-2025","16-DEC-2025","1755981","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","12-DEC-2025","16-DEC-2025","1755976","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","11-DEC-2025","15-DEC-2025","1755005","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'035305542","AOS TANK PG1200-500","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","1","73110090","10-DEC-2025","15-DEC-2025","967166","230334552","DPSAC - RM WAREHOUSE           [212]","Non-lean","","NOV-25"
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","11-DEC-2025","15-DEC-2025","1755006","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015314866","AIR RECEIVER 270L V3 ASME","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","1","73110090","09-AUG-2025","14-AUG-2025","906369","230315621","F.G TRADED PARTS - ROCD        [246]","Non-lean","401617192","AUG-25"
"ELGI-HO","'015314866","AIR RECEIVER 270L V3 ASME","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","1","73110090","09-AUG-2025","14-AUG-2025","906369","230315621","F.G TRADED PARTS - ROCD        [246]","Non-lean","401617227","AUG-25"
"ELGI-HO","'015314866","AIR RECEIVER 270L V3 ASME","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","1","73110090","09-AUG-2025","14-AUG-2025","906369","230315621","F.G TRADED PARTS - ROCD        [246]","Non-lean","401609206","AUG-25"
"ELGI-HO","'015314866","AIR RECEIVER 270L V3 ASME","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","1","73110090","09-AUG-2025","14-AUG-2025","906369","230315621","F.G TRADED PARTS - ROCD        [246]","Non-lean","401619456","AUG-25"
"ELGI-HO","'015314866","AIR RECEIVER 270L V3 ASME","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","1","73110090","09-AUG-2025","14-AUG-2025","906369","230315621","F.G TRADED PARTS - ROCD        [246]","Non-lean","401608817","AUG-25"
"ELGI-HO","'015314866","AIR RECEIVER 270L V3 ASME","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","1","73110090","09-AUG-2025","14-AUG-2025","906369","230315621","F.G TRADED PARTS - ROCD        [246]","Non-lean","401617726","AUG-25"
"ELGI-HO","'015314866","AIR RECEIVER 270L V3 ASME","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","1","73110090","09-AUG-2025","14-AUG-2025","906369","230315621","F.G TRADED PARTS - ROCD        [246]","Non-lean","401613970","AUG-25"
"ELGI-HO","'015314866","AIR RECEIVER 270L V3 ASME","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","1","73110090","09-AUG-2025","14-AUG-2025","906369","230315621","F.G TRADED PARTS - ROCD        [246]","Non-lean","401625485","AUG-25"
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","11-NOV-2025","13-NOV-2025","1725276","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'037-05682-S","SEPARATOR TANK -ROTAIR 182-102","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","19","73110090","08-NOV-2025","13-NOV-2025","944750","700007209","ROTAIR INTEGRATION STORES [R53]","Non-lean","401654318","NOV-25"
"ELGI-HO","'037-05682-S","SEPARATOR TANK -ROTAIR 182-102","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","19","73110090","08-NOV-2025","13-NOV-2025","944750","700007209","ROTAIR INTEGRATION STORES [R53]","Non-lean","401655413","NOV-25"
"ELGI-HO","'037-05682-S","SEPARATOR TANK -ROTAIR 182-102","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","19","73110090","08-NOV-2025","13-NOV-2025","944750","700007209","ROTAIR INTEGRATION STORES [R53]","Non-lean","401648871","NOV-25"
"ELGI-HO","'037-05682-S","SEPARATOR TANK -ROTAIR 182-102","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R02   ","19","73110090","08-NOV-2025","13-NOV-2025","944750","700007209","ROTAIR INTEGRATION STORES [R53]","Non-lean","401647848","NOV-25"
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","10-NOV-2025","12-NOV-2025","1723402","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","10-NOV-2025","12-NOV-2025","1723401","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","10-NOV-2025","12-NOV-2025","1723400","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015322540","AIR OIL SEPARATOR TANK","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R00   ","1","84149019","11-NOV-2025","12-JAN-2026","946101","230334554","ROCD - RAWMATEIRAL             [253]","Non-lean","","JAN-26"
"ELGI-HO","'020379500","REC AIR 500L TS15LD12","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","10-DEC-2025","12-DEC-2025","1754287","ARC015039","RCD - RAWMATEIRAL              [353]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","10-DEC-2025","12-DEC-2025","1754437","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'020230030","REC AIR 420L TS10120 HT","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R07   ","1","73110090","09-DEC-2025","12-DEC-2025","1752661","ARC015039","RCD - RAWMATEIRAL              [353]","Lean","",""
"ELGI-HO","'020378910","AIR RECEIVER 420L SS10 M","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","09-DEC-2025","12-DEC-2025","1752663","ARC015039","RCD - RAWMATEIRAL              [353]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","09-DEC-2025","11-DEC-2025","1752192","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","09-DEC-2025","11-DEC-2025","1752189","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","09-DEC-2025","11-DEC-2025","1752181","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015314208","AIR RECEIVER TANK 220_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73:11:00:90","09-DEC-2025","11-DEC-2025","1752180","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","09-DEC-2025","11-DEC-2025","1752182","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","09-DEC-2025","11-DEC-2025","1752183","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","09-DEC-2025","11-DEC-2025","1752185","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'020376420","REC AIR 500L TS10 DCI","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R05   ","2","73110090","06-DEC-2025","11-DEC-2025","965404","330035937","RCD - RAWMATEIRAL              [353]","Non-lean","","DEC-25"
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","09-DEC-2025","11-DEC-2025","1752190","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","09-DEC-2025","11-DEC-2025","1753316","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","09-DEC-2025","11-DEC-2025","1752191","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","09-DEC-2025","11-DEC-2025","1752187","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","09-DEC-2025","11-DEC-2025","1752186","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'015315217","AIR RECEIVER TANK 500L V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","09-DEC-2025","11-DEC-2025","1752188","AAC015012","F.G TRADED PARTS - ROCD        [246]","Lean","",""
"ELGI-HO","'035305428","AOS TANK INTL","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R00   ","1","84149019","03-NOV-2025","10-MAR-2026","938663","230334552","DPSAC - RM WAREHOUSE           [212]","Non-lean","","MAR-26"
"ELGI-HO","'035305428","AOS TANK INTL","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R00   ","1","84149019","03-NOV-2025","10-FEB-2026","938077","230334552","DPSAC - RM WAREHOUSE           [212]","Non-lean","","FEB-26"
"ELGI-HO","'015323667","AOS TANK EG 75 -CRN","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R01   ","1","84149090","17-NOV-2025","10-FEB-2026","954794","230334554","ROCD - RAWMATEIRAL             [253]","Non-lean","","FEB-26"
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","08-DEC-2025","10-DEC-2025","1750709","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
"ELGI-HO","'015314209","AIR RECEIVER TANK 270_V3 SPVD","SU1E00451","ELGI EQUIPMENTS LIMITED - PVD ","R03   ","1","73110090","08-DEC-2025","10-DEC-2025","1750707","AAC015012","ROCD - RAWMATEIRAL             [253]","Lean","",""
